name,company_name,pack_size,price
Allopure,Zeb,Pack Size: 2x10s,Rs 35
Aminomux,Segionior,Pack Size: 1 Vial,Rs 0
Acid Citro,Delux,Pack Size: 120 ml,Rs 28
Acid Citro,Delux,Pack Size: 450 ml,Rs 46
Acitra,Rock PhARMA,Pack Size: 120 ml,Rs 28
Albacit,Albro,Pack Size: 120 ml,Rs 28
Albacit,Albro,Pack Size: 450 ml,Rs 39
Alkacitron,PDH,Pack Size: 450 ml,Rs 37
Alkaseptic,Sharex,Pack Size: 120 ml,Rs 35
Alkaseptic,Sharex,Pack Size: 450 ml,Rs 80
Amural,Jawa,Pack Size: 120 ml,Rs 17
Amural,Jawa,Pack Size: 450 ml,Rs 40
Anatrate,Mediate,Pack Size: 120 ml,Rs 16
Actif,Webros,Pack Size: 14,Rs 34
Awa-Block,Usawa,Pack Size: 14,Rs 78
Aksotran,Akson,Pack Size: 50ml,Rs 21
Amtran,Gaba,Pack Size: 50ml,Rs 9
Amtril,Jawa,Pack Size: 400ml,Rs 80
Amtril,Jawa,Pack Size: 50ml,Rs 14
Amibazol,Geofman,Pack Size: 1x15's,Rs 50
Amizole,Ankaz,Pack Size: 60ml,Rs 36
Al-Pridone,Macquins,Pack Size: 120ml,Rs 57
Al-Pridone,Macquins,Pack Size: 60ml,Rs 57
Almedon,Alina,Pack Size: 60ml,Rs 42
Almedon,Alina,Pack Size: 90ml,Rs 63
Ambrilium,Ambrosia,Pack Size: 120ml,Rs 75
Appdom,Delux,Pack Size: 120ml,Rs 84
Amlanic,Mediceena,Pack Size: 60ml,Rs 65
Amlanic,Mediceena,Pack Size: 1x6's,Rs 52
Amlanic Ds,Mediceena,Pack Size: 1 x 6's,Rs 81
Augmiclave,Lisko,Pack Size: 1x6's,Rs 82
Albrotran,Albro,Pack Size: 400ml,Rs 50
Albrotran,Albro,Pack Size: 50ml,Rs 15
Amoxazol,Amros,Pack Size: 400ml,Rs 0
Amtran,Gaba,Pack Size: 450ml,Rs 50
Ascotran,Hassan Pharma,Pack Size: 50ml,Rs 11
Amibazol,Geofman,Pack Size: 60ml,Rs 24
Amibazol,Geofman,Pack Size: 3x10's,Rs 17
Amibazol,Geofman,Pack Size: 15,Rs 50
Amizole,Ankaz,Pack Size: 15,Rs 74
Anizol,Pharmix,Pack Size: 3 x 5's,Rs 25
Avifix,Radium,Pack Size: 120ml,Rs 84
Amlanic Ds,Mediceena,Pack Size: 60ml,Rs 100
Amlanic Ds,Mediceena,Pack Size: 6,Rs 81
Amo-Clav,English Pharma,Pack Size: 1 Vial,Rs 79
Amoxi-Clav,Novartis,Pack Size: 1 Vial,Rs 100
Amoxi-Clav,Novartis,Pack Size: 60ml,Rs 70
Amoxilite Plus,E-Lite,Pack Size: 60ml,Rs 70
Augmiclave,Lisko,Pack Size: 60ml,Rs 70
Algetin,Bloom Pharma,Pack Size: 120ml,Rs 33
Algetin,Bloom Pharma,Pack Size: 1x30's,Rs 50
Alenor,Macter,Pack Size: 1x10's,Rs 99
A-GLC,Cherwel,Pack Size: 1x10's,Rs 95
Abro,Medizan,Pack Size: 1x10's,Rs 95
Aerius,Dermagen,Pack Size: 1x10's,Rs 100
Aptahist,L A Kurative,Pack Size: 1x10's,Rs 95
Atmos,Scotman,Pack Size: 30ml,Rs 55
Adine,Pfizer,Pack Size: 1x10's,Rs 55
Afex,Shaheen,Pack Size: 1x10's,Rs 55
Alergino,Saydon,Pack Size: 1x10's,Rs 100
Alergino,Saydon,Pack Size: 1x10's,Rs 50
Allergia,Mass-PH Health,Pack Size: 1x10's,Rs 81
Allergofex,Leads Pharma,Pack Size: 1x10's,Rs 55
Alofast,Isis,Pack Size: 1x10's,Rs 55
Aspen,Zephyr Pharmatec,Pack Size: 1x10's,Rs 55
Axodine,Grays,Pack Size: 1x10's,Rs 82
Alegocit,Global-Vision,Pack Size: 1x10's,Rs 55
Allerno,Well  & Well,Pack Size: 1x10's,Rs 55
Afrovil,Fynk,Pack Size: 25x10's,Rs 70
Ann-Vil,Venus,Pack Size: 1 Vialx50ml,Rs 9
Ann-Vil,Venus,Pack Size: 10x25's,Rs 6
Ann-Vil,Venus,Pack Size: 1x500's,Rs 67
Avil,Sanofi,Pack Size: 60ml,Rs 38
Avil,Sanofi,Pack Size: 2x50's,Rs 32
Avinol,Nawab sons,Pack Size: 120ml,Rs 13
Actidil,GlaxoSmithKline,Pack Size: 60ml,Rs 36
Amoquine,Progressive,Pack Size: 20ml,Rs 10
A-Mal,Stand Pharm,Pack Size: 1 Ampx1ml,Rs 64
A-Fantrine,Atco,Pack Size: 30ml,Rs 95
Alufa,Zafa,Pack Size: 2x8's,Rs 0
Artefrost,Hamaz,Pack Size: 30ml,Rs 85
Artemax,Star,Pack Size: 30ml,Rs 88
Artemax Plus,Star,Pack Size: 30ml,Rs 88
Arther,Focus & Rulz,Pack Size: 30ml,Rs 90
Arti,Nexus,Pack Size: 30ml,Rs 93
Antifocine,Nenza,Pack Size: 15ml,Rs 23
Antifocine,Nenza,Pack Size: 1x3's,Rs 11
Antimala,Irza,Pack Size: 1x10's,Rs 38
Angipro,Unimark,Pack Size: 3x10's,Rs 10
Apiscot,Scotman,Pack Size: 3x10's,Rs 15
Apiscot,Scotman,Pack Size: 3x10's,Rs 7
ASA,Don Valley,Pack Size: 1x30's,Rs 33
ASA,Don Valley,Pack Size: 1x30's,Rs 50
ASA,Don Valley,Pack Size: 1x30's,Rs 23
Aspirin,Gaba,Pack Size: 1x1000's,Rs 28
Aspirin,Mediate,Pack Size: 1x1000's,Rs 0
Aspirin,Pharmacare,Pack Size: 1x1000's,Rs 80
Aspirin,Unexo,Pack Size: 1x1000's,Rs 74
Aspisafe,Zafa,Pack Size: 1x30's,Rs 34
Aspisafe,Zafa,Pack Size: 1x30's,Rs 25
Aspiwan,Nawab Labs,Pack Size: 1x30's,Rs 30
Atropine,LCPW,Pack Size: 3.5gm,Rs 10
Artropisole,LCPW,Pack Size: 10ml,Rs 0
Az-Ko,Rasco,Pack Size: 1x6's,Rs 59
Azinic,Laderly,Pack Size: 1x6's,Rs 0
Azwin,Jinnah Pharma,Pack Size: 1x10's,Rs 0
Alba,Pakheim,Pack Size: 1x2's,Rs 15
Albagen,Genera,Pack Size: 10ml,Rs 19
Albagen,Genera,Pack Size: 1x10's,Rs 78
Albagen,Genera,Pack Size: 1x2's,Rs 17
Alben,Bryon,Pack Size: 10ml,Rs 25
Alben,Bryon,Pack Size: 1x2's,Rs 17
Albendazole Tablet,Batala Pharma,Pack Size: 1 x 2's,Rs 10
Albendix,Neo Medix,Pack Size: 10ml,Rs 16
Albendix,Neo Medix,Pack Size: 1x2's,Rs 17
Albendo,Davis Pharma,Pack Size: 1x2's,Rs 13
Albendol,Global-Vision,Pack Size: 1x2's,Rs 10
Albenza,Paramount,Pack Size: 10ml,Rs 19
Albenza,Paramount,Pack Size: 1x2's,Rs 17
Alfoz,Fozan,Pack Size: 10ml,Rs 16
Aliz,Glitz,Pack Size: 1x2's,Rs 17
Almed,Rakahposhi,Pack Size: 10ml,Rs 16
Alovac,Siza,Pack Size: 10ml,Rs 16
Alovac,Siza,Pack Size: 1x6's,Rs 37
Agout,Mega,Pack Size: 1x20's,Rs 70
Aika,Bosch,Pack Size: 5 Ampx1ml,Rs 20
Amicin,Star,Pack Size: 1 vialx2ml,Rs 55
Amicin,Star,Pack Size: 1 vialx2ml,Rs 82
Amifate,Caraway,Pack Size: 1 vialx2ml,Rs 41
Amifate,Caraway,Pack Size: 1 vialx2ml,Rs 66
Amikamed,ACE,Pack Size: 1 Vial,Rs 50
Amikamed,ACE,Pack Size: 1 Vial,Rs 90
Amikaneu,Neutro,Pack Size: 1 vialx2ml,Rs 41
Amikaneu,Neutro,Pack Size: 1 vialx2ml,Rs 66
Amikaran,Orta,Pack Size: 1 vialx2ml,Rs 41
Amikaran,Orta,Pack Size: 1 vialx2ml,Rs 66
Amikarex,Rex,Pack Size: 1 vialx2ml,Rs 41
Amikarex,Rex,Pack Size: 1 vialx2ml,Rs 66
Aminocin,Macquins,Pack Size: 1 Vialx2ml,Rs 67
Aminocin,Macquins,Pack Size: 1 Vialx2ml,Rs 65
Amizin,Akson,Pack Size: 2ml,Rs 41
Amizin,Akson,Pack Size: 2ml,Rs 66
Aksozine,Akson,Pack Size: 60ml,Rs 27
Aksozine,Akson,Pack Size: 1x10's,Rs 34
Alce,Derma Techno,Pack Size: 60ml,Rs 30
Alce,Derma Techno,Pack Size: 1x10's,Rs 42
Alcit,Hizat,Pack Size: 1x10's,Rs 36
Alegra,Tagma,Pack Size: 1x10's,Rs 35
Alergo,Pharmix,Pack Size: 120ml,Rs 59
Alergo,Pharmix,Pack Size: 60ml,Rs 27
Alergo,Pharmix,Pack Size: 1x10's,Rs 40
Alerid,Pharmatec,Pack Size: 60ml,Rs 31
Alerid,Pharmatec,Pack Size: 1x10's,Rs 74
Alerwise,Pharma Wise,Pack Size: 1x10's,Rs 40
Algezen,Olive Health Care,Pack Size: 60ml,Rs 30
Algezen,Olive Health Care,Pack Size: 1x10's,Rs 30
Allergid,Hygeia,Pack Size: 1x10's,Rs 0
Allerzin,Synchro,Pack Size: 60ml,Rs 27
Allerzin,Synchro,Pack Size: 1x10's,Rs 42
Allos,Adamjee Pharmaceuticals,Pack Size: 60ml,Rs 26
Allos,Adamjee Pharmaceuticals,Pack Size: 1x10's,Rs 28
Amzine,Ambrosia,Pack Size: 60ml,Rs 42
Arex,Danas,Pack Size: 1x10's,Rs 30
Arozine,Global-Vision,Pack Size: 1x10's,Rs 36
Askogix,Ideal,Pack Size: 60ml,Rs 16
Askogix,Ideal,Pack Size: 1x10's,Rs 30
Astemine,Siza,Pack Size: 1x10's,Rs 42
Avec,Platinum,Pack Size: 60ml,Rs 64
Avec,Platinum,Pack Size: 1x10's,Rs 67
Allergex,Nabi Qasim,Pack Size: 120ml,Rs 19
Allergon,Medicraft,Pack Size: 120ml,Rs 25
Allergycare,CareForHealth,Pack Size: 120ml,Rs 15
Allergycare,CareForHealth,Pack Size: 450ml,Rs 25
Allermine,Isis,Pack Size: 120ml,Rs 21
Allermine,Isis,Pack Size: 450ml,Rs 40
Allerphene,PDH,Pack Size: 120ml,Rs 25
Allerphene,PDH,Pack Size: 450ml,Rs 29
Allerphene,PDH,Pack Size: 60ml,Rs 19
Allerphene,PDH,Pack Size: 1x1000's,Rs 64
Apiton,Euro Pharma,Pack Size: 10x100's,Rs 3
Aminogent,Valor,Pack Size: 10gm,Rs 15
Abdopain,Zeb,Pack Size: 10x10's,Rs 10
Acnotin,Nimrall,Pack Size: 10gm,Rs 95
A-Flox,Laderly,Pack Size: 2x10's,Rs 36
Anorcid,Adamjee Pharmaceuticals,Pack Size: 3 x 10's,Rs 80
Askosaid,Ideal,Pack Size: 1x30's,Rs 55
Ambrodic,Ambrosia,Pack Size: 5gm,Rs 41
Aktofen,Alliance,Pack Size: 30s,Rs 23
Antifen,Pharmix,Pack Size: 60ml,Rs 43
Asmarax,Mediceena,Pack Size: 60ml,Rs 45
Asmarax,Mediceena,Pack Size: 20s,Rs 28
Asperfin,Davis Pharma,Pack Size: 60ml,Rs 46
Asthacure,Medicraft,Pack Size: 60ml,Rs 43
Asthacure,Medicraft,Pack Size: 3x10s,Rs 23
Asthanil,Siza,Pack Size: 60ml,Rs 39
Asthanil,Siza,Pack Size: 3x10's,Rs 15
Allest,Wise Pharma,Pack Size: 10s,Rs 85
Anso,Shaigan,Pack Size: 10s,Rs 85
Abrotin,Grays,Pack Size: 30ml,Rs 25
Abrotin,Grays,Pack Size: 60ml,Rs 46
Abrotin,Grays,Pack Size: 10s,Rs 72
Adin,Nimrall,Pack Size: 60ml,Rs 49
Adin,Nimrall,Pack Size: 10s,Rs 72
Alerd,Zeb,Pack Size: 60ml,Rs 48
Alerd,Zeb,Pack Size: 10s,Rs 70
Alerfree,Benson,Pack Size: 10s,Rs 50
Alersap,Sapient,Pack Size: 10s,Rs 72
Algac,Hygeia,Pack Size: 10s,Rs 60
Algecare,Olive Health Care,Pack Size: 60ml,Rs 48
Algecare,Olive Health Care,Pack Size: 10s,Rs 42
Allorat,Polyfine,Pack Size: 60ml,Rs 50
Alor,Alina,Pack Size: 60ml,Rs 69
Aloran,Aries,Pack Size: 10s,Rs 72
Alten,Medipak,Pack Size: 10s,Rs 43
Ambozial,Ambrosia,Pack Size: 60ml,Rs 55
Ambozial,Ambrosia,Pack Size: 10s,Rs 72
Axalor,Axis,Pack Size: 10s,Rs 72
Atamal,Hisun,Pack Size: 2x8s,Rs 0
Atamal,Hisun,Pack Size: 2x8s,Rs 0
Artiblax L,Medicaids,Pack Size: 2 x 8s,Rs 0
Artiblax L,Medicaids,Pack Size: 8s,Rs 0
Anthex,Fozan,Pack Size: 30ml,Rs 22
Apaurin,Isis,Pack Size: 10x10,Rs 2
Apolex,Mediceena,Pack Size: 1x20 's,Rs 65
Aptil,Pearl,Pack Size: 2x10 's,Rs 50
Acelar,SiTech,Pack Size: 2x10 's,Rs 38
Acelar,SiTech,Pack Size: 1x10 's,Rs 25
Amotac,Mass-PH Health,Pack Size: 2x10's,Rs 31
Aquasin,Siza,Pack Size: 1x100's,Rs 45
Aldactazide,Searle,Pack Size: 25's,Rs 52
Arutox,Progressive,Pack Size: 10x10's,Rs 9
Akso-D,Akson,Pack Size: 120 ml,Rs 33
Akso-D,Akson,Pack Size: 2x10's,Rs 28
Arosal-F,Alliance,Pack Size: 20 sachet,Rs 5
Amnic,Jawa,Pack Size: 450ml,Rs 34
Amnic,Jawa,Pack Size: 60ml,Rs 11
Amadol Extra,Harmann,Pack Size: 10 x 10 's,Rs 10
Aspirin Compd,Nawab sons,Pack Size: 10 x 10 's,Rs 8
Acepol,Hassan Pharma,Pack Size: 60mL,Rs 12
Acetofin,Epla,Pack Size: 20x10 's,Rs 5
Amole,Libra,Pack Size: 60ml,Rs 28
Amole,Libra,Pack Size: 60ml,Rs 35
Anapyrin,Specific,Pack Size: 20x10 's,Rs 4
Acef,English Pharma,Pack Size: 15ml,Rs 80
Ag-clor,Saydon,Pack Size: 15ml,Rs 98
Abidox,Alliance,Pack Size: 60ml,Rs 86
Adoxil,Mega,Pack Size: 60ml,Rs 86
avexil,Aventek,Pack Size: 60ml,Rs 86
Aricef,Aries,Pack Size: 1 Vial,Rs 90
Adwotex,Bloom Pharma,Pack Size: 1 Vial,Rs 60
Afran,Gillman,Pack Size: 1 Vial,Rs 60
Albaxim,Albro,Pack Size: 1 Vial,Rs 60
Algixim,Epharm,Pack Size: 1 Vial,Rs 50
Algixim,Epharm,Pack Size: 1 Vial,Rs 85
Avetek,Aventek,Pack Size: 1 Vial,Rs 60
Awabrod,Usawa,Pack Size: 1 Vial,Rs 60
Avetaz,Aventek,Pack Size: 1 Vial,Rs 100
Agrocef,Agror,Pack Size: 1 Vial,Rs 100
Armasure,Medisure,Pack Size: 1 Vial,Rs 70
Avetron,Aventek,Pack Size: 1 Vial,Rs 75
Al-Oxime,Macquins,Pack Size: 1 Vial,Rs 50
Al-Oxime,Macquins,Pack Size: 1 Vial,Rs 100
Alfur,Albro,Pack Size: 1 Vial,Rs 28
Alfur,Albro,Pack Size: 1 Vial,Rs 100
Avefro,Aventek,Pack Size: 1 Vial,Rs 28
Avefro,Aventek,Pack Size: 1 Vial,Rs 100
Abirex,Alliance,Pack Size: 12's,Rs 70
Abirex,Alliance,Pack Size: 60ml,Rs 57
Abirex,Alliance,Pack Size: 60ml,Rs 89
Ag-Cin,Saydon,Pack Size: 2x6's,Rs 36
Ag-Cin,Saydon,Pack Size: 10ml,Rs 57
Ag-Cin,Saydon,Pack Size: 60ml,Rs 51
Ag-Cin,Saydon,Pack Size: 60ml,Rs 89
Azene 20mg,Raazee,Pack Size: 14,Rs 42
Al-Zolin,Macquins,Pack Size: 1 Vial,Rs 50
Arzolin,Ardin,Pack Size: 1 Vial,Rs 100
Arzolin,Ardin,Pack Size: 1 Vial,Rs 40
Arzolin,Ardin,Pack Size: 1 Vial,Rs 60
Abidine,Alliance,Pack Size: 12's,Rs 100
Abidine,Alliance,Pack Size: 60ml,Rs 70
Ada Cef,Adamjee Pharmaceuticals,Pack Size: 3x4's,Rs 33
Ada Cef,Adamjee Pharmaceuticals,Pack Size: 60ml,Rs 65
Ada Cef,Adamjee Pharmaceuticals,Pack Size: 60ml,Rs 100
Aficef,Sayyed,Pack Size: 12's,Rs 100
Ag-Ceph,Saydon,Pack Size: 1 Vial,Rs 79
Ag-Ceph,Saydon,Pack Size: 1 Vial,Rs 36
Ag-Ceph,Saydon,Pack Size: 1 Vial,Rs 47
Ag-Ceph,Saydon,Pack Size: 60ml,Rs 84
Aksosef,Akson,Pack Size: 2x6's,Rs 50
Aksosef,Akson,Pack Size: 1 Vial,Rs 73
Aksosef,Akson,Pack Size: 1 Vial,Rs 30
Aksosef,Akson,Pack Size: 1 Vial,Rs 39
Aksosef,Akson,Pack Size: 60ml,Rs 70
Alosef,Aventek,Pack Size: 12's,Rs 100
Alosef,Aventek,Pack Size: 1 Vial,Rs 70
Alosef,Aventek,Pack Size: 1 Vial,Rs 30
Alosef,Aventek,Pack Size: 1 Vial,Rs 39
Alosef,Aventek,Pack Size: 60ml,Rs 59
Alosef,Aventek,Pack Size: 60ml,Rs 100
Anasef,Mass-PH Health,Pack Size: 1 Vial,Rs 73
Anasef,Mass-PH Health,Pack Size: 1 Vial,Rs 32
Anasef,Mass-PH Health,Pack Size: 1 Vial,Rs 43
Anasef,Mass-PH Health,Pack Size: 60ml,Rs 66
Antimic,Danas,Pack Size: 2x6's,Rs 46
Antimic,Danas,Pack Size: 60ml,Rs 59
Antimic,Danas,Pack Size: 60ml,Rs 100
Araxin,Ardin,Pack Size: 1 Vial,Rs 73
Araxin,Ardin,Pack Size: 1 Vial,Rs 30
Araxin,Ardin,Pack Size: 1 Vial,Rs 39
Avadine,Pharmacare,Pack Size: 12's,Rs 84
Avadine,Pharmacare,Pack Size: 60ml,Rs 70
Acefen,Semos,Pack Size: 10's,Rs 250
Acenim,Nimrall,Pack Size: 10's,Rs 75
Aclofen,Alliance,Pack Size: 10's,Rs 35
Afenac,Danas,Pack Size: 10's,Rs 75
Alwel,Wns Field,Pack Size: 10's,Rs 40
Alwel,Wns Field,Pack Size: 2x10's,Rs 33
Artocel,Honig,Pack Size: 10's,Rs 60
Aclonac,Synchro,Pack Size: 20's,Rs 60
Alfakalium,Alfalah Pharma,Pack Size: 20's,Rs 60
Anaran-K,Sharex,Pack Size: 2x10's,Rs 30
Andic-K,Nova Med,Pack Size: 2x10's,Rs 45
Antiflam,Wilshire,Pack Size: 2x10's,Rs 50
Ariflam,Aries,Pack Size: 20's,Rs 60
Ariflam,Aries,Pack Size: 2x10's,Rs 45
Arthopot,Mediceena,Pack Size: 20's,Rs 90
Artecid Plus,Bio Labs,Pack Size: 5 Ampx2ml,Rs 14
Accred,Albro,Pack Size: 2x10's,Rs 38
Aksofenac,Akson,Pack Size: 5 Ampx3ml,Rs 13
Aksofenac,Akson,Pack Size: 2x10's,Rs 39
Aleve,Aries,Pack Size: 2x10's,Rs 30
Alfafenac,Alfalah Pharma,Pack Size: 2x10's,Rs 30
Alfafenac,Alfalah Pharma,Pack Size: 3x10's,Rs 23
Amdik,Amros,Pack Size: 2x10's,Rs 30
Ame-Fenac,Ameer Pharma,Pack Size: 5 Ampx3ml,Rs 2
Amfac,Ambrosia,Pack Size: 3x10's,Rs 30
Anac,Rasco,Pack Size: 30's,Rs 0
Anac,Rasco,Pack Size: 2x10's,Rs 30
Anaren,Sharex,Pack Size: 5 Ampx3ml,Rs 9
Anaren,Sharex,Pack Size: 2x10's,Rs 21
Araam,Alliance,Pack Size: 2x10's,Rs 0
Araam,Alliance,Pack Size: 50x10's,Rs 0
Araam,Alliance,Pack Size: 16's,Rs 0
Araam,Alliance,Pack Size: 3x10's,Rs 0
Ardfenac,Ardin,Pack Size: 2x10's,Rs 33
Ardi,English Pharma,Pack Size: 5 Ampx3ml,Rs 13
Artecid,Bio Labs,Pack Size: 20's,Rs 60
Artecid,Bio Labs,Pack Size: 5 Ampx3ml,Rs 13
Arthonil,Batala Pharma,Pack Size: 2x10's,Rs 30
Arthosure,Medisure,Pack Size: 2x10's,Rs 30
Arthron,Icon,Pack Size: 2x10's,Rs 32
Artonec,Biogenics,Pack Size: 2x10's,Rs 68
Artonec,Biogenics,Pack Size: 1x10's,Rs 79
Atcora,Caylex,Pack Size: 2x10's,Rs 37
Atcora,Caylex,Pack Size: 2x10's,Rs 45
Axflam,Alina,Pack Size: 2x10's,Rs 46
Axflam,Alina,Pack Size: 10's,Rs 86
Axifen,Axis,Pack Size: 20's,Rs 60
Askosaid,Ideal,Pack Size: 10's,Rs 55
Arth,Nimrall,Pack Size: 10's,Rs 70
Ambrofen,Jawa,Pack Size: 400ml,Rs 80
Amofen,Ameer Pharma,Pack Size: 90ml,Rs 18
Artijesic,Medisearch,Pack Size: 90ml,Rs 36
Azofin,Al Kemy,Pack Size: 450ml,Rs 60
Azofin,Al Kemy,Pack Size: 90ml,Rs 30
Abidacam,Z-jans,Pack Size: 10's,Rs 96
Abidacam,Z-jans,Pack Size: 10's,Rs 55
Aponip,Inno Pharma,Pack Size: 10's,Rs 94
Armex,Qintar Pharma,Pack Size: 10's,Rs 93
Armex,Qintar Pharma,Pack Size: 10's,Rs 56
Artex,Pharmadic,Pack Size: 10's,Rs 68
Articam,Stand Pharm,Pack Size: 10's,Rs 79
Abxicam,Innvotek,Pack Size: 10's,Rs 74
Aksocam,Akson,Pack Size: 5 Ampx1ml,Rs 15
Anarom,Caylex,Pack Size: 10's,Rs 48
Anarom,Caylex,Pack Size: 10's,Rs 80
Amdoxine,Amson,Pack Size: 2x10's,Rs 38
Actifed P,GSK Consumer Healthcare,Pack Size: 90ml,Rs 114
Acicon,Barrett,Pack Size: 60ml,Rs 87
Angilingual,Zafa,Pack Size: 13,Rs 36
Angiocard SR,Biogenics,Pack Size: 3x10's,Rs 1
Anginil,Noa Hemis,Pack Size: 77,Rs 1
Anginil,Noa Hemis,Pack Size: 123,Rs 1
Acetamol,Legacy,Pack Size: 60 ml,Rs 15
Amole,Libra,Pack Size: 15ml,Rs 25
Asmacaine,E-Lite,Pack Size: 10 ampx2 ml,Rs 100
Axamol extra,Axis,Pack Size: 10 x 10's,Rs 10
Aspirin,Nawab sons,Pack Size: 10x10's,Rs 8
Aminophylline,Munawar Pharma,Pack Size: 1000's,Rs 92
Amphyll,GlaxoSmithKline,Pack Size: 5 ampx10 ml,Rs 85
Aerolin,Ankaz,Pack Size: 120 ml,Rs 52
Aerolin,Ankaz,Pack Size: 450 ml,Rs 79
Aerolin,Ankaz,Pack Size: 60 ml,Rs 29
Aerolin,Ankaz,Pack Size: 20's,Rs 14
Aerolin,Ankaz,Pack Size: 20's,Rs 18
Airin,Legacy,Pack Size: 60 ml,Rs 23
Asalkar,Davis Pharma,Pack Size: 60 ml,Rs 19
Asalkar,Davis Pharma,Pack Size: 5x10's,Rs 7
Asalkar,Davis Pharma,Pack Size: 3x10's,Rs 8
Astamol,Siza,Pack Size: 1x200's,Rs 80
Asthamol,Epoch,Pack Size: 120 ml,Rs 45
Asthamol,Epoch,Pack Size: 450 ml,Rs 31
Asthamol,Epoch,Pack Size: 60 ml,Rs 23
Asthamol,Epoch,Pack Size: 10x10's,Rs 9
Asthamol,Epoch,Pack Size: 2x10's,Rs 9
Asthamol,Epoch,Pack Size: 2x10's,Rs 24
Asthasim,Simz,Pack Size: 60 ml,Rs 23
Asmanyl,Mediceena,Pack Size: 60 ml,Rs 23
Acefyl,Nabi Qasim,Pack Size: 90ml,Rs 64
Avomine,Sanofi,Pack Size: 5x20's,Rs 58
Actim,Sami,Pack Size: 1 x 20's,Rs 81
